0.000000000000000000e+00,5.421010862427522170e-20,5.000000000000000000e+00,1.897353801849632760e-19,2.168404344971008868e-19,-2.100641709190664841e-19,-2.371692252312040949e-19
1.741782317770178556e-01,1.626303258728256651e-19,5.000000000000000000e+00,1.084202172485504434e-19,-1.626303258728256651e-19,9.578753163509447222e-02,5.703867018788290853e-03
3.483564635540357113e-01,1.897353801849632760e-19,5.016350420461597182e+00,9.736196558157988058e-04,-5.234663614031576095e-19,1.862297218659982045e-01,9.734011721503312703e-03
5.225346953310535669e-01,6.755087754353045204e-20,5.048138840169960062e+00,2.635163583138172994e-03,-1.715814823238717831e-03,2.713528232138203156e-01,1.263111561325636761e-02
6.967129271080714226e-01,-2.928804284225235057e-04,5.094457319112468241e+00,4.791227758413466042e-03,-6.320365252812214403e-03,3.511776170836256594e-01,1.471337419134336952e-02
8.708911588850892782e-01,-1.371733052859819149e-03,5.154401464416563883e+00,7.302722316006410481e-03,-1.461893623687283983e-02,4.257187271396499773e-01,1.602531727198085870e-02
1.045069390662107134e+00,-3.867107504115988373e-03,5.227069379480651534e+00,1.003815837646690988e-02,-2.715330508153420905e-02,4.949854054155227168e-01,1.632072271983448647e-02
1.219247622439124878e+00,-8.502031892450329087e-03,5.311560746976176972e+00,1.282401833323740248e-02,-4.422153935209682807e-02,5.589832921067553473e-01,1.507434302499921844e-02
1.393425854216142845e+00,-1.605041281618847446e-02,5.406976212321517927e+00,1.539712775084883800e-02,-6.581093666100887307e-02,6.177176338855409066e-01,1.152332816863070597e-02
1.567604085993160812e+00,-2.728398857426974494e-02,5.512417316504289566e+00,1.736409786298167071e-02,-9.145033427515865398e-02,6.711991065079888630e-01,4.742673265711670749e-03
1.741782317770178556e+00,-4.289407245275349279e-02,5.626987422830392660e+00,1.817364653324142487e-02,-1.199967087749653494e-01,7.194523401907010340e-01,-6.241343101448486655e-03
1.915960549547196301e+00,-6.337686973953941816e-02,5.749794098903715067e+00,1.710828251380352993e-02,-1.493805805385164664e-01,7.625244844626626328e-01,-2.229737649930754392e-02
2.090138781324214268e+00,-8.887533665236482805e-02,5.879952960494019720e+00,1.330223955969518299e-02,-1.763450742729265053e-01,8.004870861090959133e-01,-4.399868357764847443e-02
2.264317013101232234e+00,-1.189764982697280593e-01,6.016591835904199215e+00,5.791899432674777609e-03,-1.962241069515248404e-01,8.334181716184511091e-01,-7.140801525456731691e-02
2.438495244878249757e+00,-1.524709042920398550e-01,6.158851872353065637e+00,-6.397067447718972344e-03,-2.028145878880558139e-01,8.613471042418330281e-01,-1.038589543400730286e-01
2.612673476655267724e+00,-1.870902699896531407e-01,6.305879229000735720e+00,-2.412523680640685578e-02,-1.884039042120328467e-01,8.841442983474203654e-01,-1.397670359006695229e-01
2.786851708432285690e+00,-2.192498087570726728e-01,6.456797945492700919e+00,-4.798272455979311901e-02,-1.440150802721126277e-01,9.013494189205928375e-01,-1.765119685321326903e-01
2.961029940209303657e+00,-2.438324120611332080e-01,6.610653484764176469e+00,-7.811237669539357331e-02,-5.992369834562562281e-02,9.119577441951245422e-01,-2.104393193475130042e-01
3.135208171986321624e+00,-2.540610650319775066e-01,6.766319809016454911e+00,-1.140332468379175734e-01,7.352199094096492638e-02,9.142252184950910854e-01,-2.370270673788302529e-01
3.309386403763339146e+00,-2.415112505771992990e-01,6.922373179439299307e+00,-1.544925036706760735e-01,2.647898226000874877e-01,9.055971525459219906e-01,-2.512483444858284454e-01
3.483564635540357113e+00,-1.963130373047534960e-01,7.076953785419116905e+00,-1.973792563656948384e-01,5.198394218128201683e-01,8.828904843892371179e-01,-2.481395981890077984e-01
3.657742867317375079e+00,-1.075792176302817899e-01,7.227658484557241358e+00,-2.397353622682472929e-01,8.407416768428214171e-01,8.428353942004009891e-01,-2.235326146280442461e-01
3.831921099094392602e+00,3.593090551261892557e-02,7.371525993722777059e+00,-2.778911870011055996e-01,1.224463152934968990e+00,7.829790960937790256e-01,-1.748765503246718367e-01
4.006099330871411013e+00,2.449402379484145464e-01,7.505176352273148943e+00,-3.077416809691758126e-01,1.662047363382569198e+00,7.027944564656568582e-01,-1.020326312013749709e-01
4.180277562648428535e+00,5.286428609188074113e-01,7.625139620745485125e+00,-3.251581066635267359e-01,2.138360540858258219e+00,6.046530130888279064e-01,-7.898308198004732120e-03
4.354455794425446058e+00,8.936496023082569629e-01,7.728350668471079210e+00,-3.265063059318781824e-01,2.632458440654189324e+00,4.942275059131803761e-01,1.012960574807755670e-01
4.528634026202464469e+00,1.342996219222794885e+00,7.812712671263296826e+00,-3.092156098510732698e-01,3.118539527009829282e+00,3.799372145820327784e-01,2.161627455814442433e-01
4.702812257979481991e+00,1.875314284575420931e+00,7.877565931491258056e+00,-2.723177829082135681e-01,3.567448788871577126e+00,2.712786136802169401e-01,3.248923317960595303e-01
4.876990489756499514e+00,2.484258766254284545e+00,7.923871748055934638e+00,-2.168603953058210465e-01,3.948803553318974924e+00,1.763202927922872254e-01,4.145823593397442441e-01
5.051168721533517925e+00,3.158298472083707065e+00,7.953968685046122644e+00,-1.460933980072203764e-01,4.233868762287459120e+00,9.907644423202567607e-02,4.731124592904699666e-01
5.225346953310535447e+00,3.880997288973655479e+00,7.970880508569030631e+00,-6.533562444634526123e-02,4.399146735477335035e+00,3.779801970919897253e-02,4.913955506378046567e-01
5.399525185087553858e+00,4.631908175136530303e+00,7.977332432289537145e+00,1.854297589303785174e-02,4.430177545986638599e+00,-1.490393144784271651e-02,4.656952126049662688e-01
5.573703416864571381e+00,5.388115855991545189e+00,7.974788412624819856e+00,9.803466608933596171e-02,4.324425046213042911e+00,-6.387055936890462249e-02,4.006987881301907195e-01
5.747881648641588903e+00,6.126272150209397083e+00,7.963886050199321609e+00,1.664318134949742123e-01,4.090881962810777317e+00,-1.127101773316599304e-01,3.065344293517398566e-01
5.922059880418607314e+00,6.824563886677972313e+00,7.944647025123187767e+00,2.187556070372769501e-01,3.749540935137855691e+00,-1.685095546942464717e-01,1.962240616776959601e-01
6.096238112195624836e+00,7.464590531089480230e+00,7.915883343732272870e+00,2.522500089862357298e-01,3.328348048178206398e+00,-2.329372992848273705e-01,8.323183545278066420e-02
6.270416343972643247e+00,8.032721796809481063e+00,7.876122189746522118e+00,2.664572404028496821e-01,2.859020124001832031e+00,-3.024563713988803748e-01,-2.054538835519394840e-02
6.444594575749660770e+00,8.520741289369045290e+00,7.824494500734754610e+00,2.629502531098479867e-01,2.373215414726817851e+00,-3.702469982469169807e-01,-1.061470916307697132e-01
6.618772807526678292e+00,8.925836509310828504e+00,7.761295313003860663e+00,2.448315115437264267e-01,1.899549813592497749e+00,-4.287791439244285630e-01,-1.682188434928847121e-01
6.792951039303696703e+00,9.250079537301168386e+00,7.688104999900465586e+00,2.161174528297744590e-01,1.461514416218014478e+00,-4.720030870549783986e-01,-2.050358249582289460e-01
6.967129271080714226e+00,9.499552258847463904e+00,7.607536589823951090e+00,1.811189314119460436e-01,1.076203490533745866e+00,-4.965468085494672001e-01,-2.180109519884536329e-01
7.141307502857731748e+00,9.683254459745588960e+00,7.522778696990321201e+00,1.439056245230231901e-01,7.537985175096325596e-01,-5.018223998466978530e-01,-2.108675076227250200e-01
7.315485734634750159e+00,9.811923850310336093e+00,7.437120288482693908e+00,1.079116649511956266e-01,4.977882826408221995e-01,-4.893361251516620825e-01,-1.886732631893609513e-01
7.489663966411767682e+00,9.896893658123893545e+00,7.353593220100106187e+00,7.570614411564857704e-02,3.058497363832726190e-01,-4.616662950832655654e-01,-1.569186890104790899e-01
7.663842198188785204e+00,9.949100578701921549e+00,7.274789243884987933e+00,4.892095957442372384e-02,1.712071968047290393e-01,-4.215268426662057144e-01,-1.207800802367895165e-01
7.838020429965803615e+00,9.978324735131577583e+00,7.202836858040522650e+00,2.830444294553045512e-02,8.421178082922821384e-02,-3.711578138345425493e-01,-8.465036865277475453e-02
8.012198661742822026e+00,9.992699237467743245e+00,7.139482196767786171e+00,1.385507572760074496e-02,3.388693127036701558e-02,-3.120874959577418783e-01,-5.195998603137794852e-02
8.186376893519838660e+00,9.998483556025693275e+00,7.086210523893671009e+00,4.985782841383334767e-03,9.260272929815748649e-03,-2.451760953054366865e-01,-2.526038967676935351e-02
8.360555125296857071e+00,1.000006423528113686e+01,7.044360270515080735e+00,6.739689068037710111e-04,4.059771472417718547e-04,-1.708030603720990248e-01,-6.505651692111897623e-03
8.534733357073875482e+00,1.000013353342422562e+01,7.015205097922001087e+00,-4.365111784287085440e-04,-7.822939426619472929e-04,-8.907775261051555094e-02,2.557263159816516949e-03
